claim_id,kind,source_document,source_passage_sha256,claim,artifact,artifact_sha256,selector,rendering,context,evidence_status,supporting_artifacts,test,revision_test
source_claim_0107,source_claim,docs/rp4/RESULTADO_FINAL.md,447c44fe44c7914fc31b9c6491e802ca411ef4ee2c861064cdad35a818604f6a,"B2 eligió lambda 0,0001 en 111/419 sesiones; las podas fueron 88–97 columnas, incluidas presencias, no 88 constantes.",artifacts/rp4_closeout_audit/ridge_lambda_counts.csv,493b20562708215bf5ff74cf0f5fe621b6f4cfa20f1730bd9d224f659ac2ffea,[],literal,"Source passage 45 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,"{""artifacts/rp4_closeout_audit/ridge_bounds_pruning_summary.csv"": ""20f4b1c1b1022d7bba0318e9c4ac4b720ac6fce7a10bb5bbb875f1bca5d18c4e"", ""artifacts/rp4_closeout_audit/REPORT.md"": ""93ba2ae3f561d1e88bc2706d5cede0fcd504c4c5790453cb2dc0a32f5c11c412""}",tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0108,source_claim,docs/rp4/RESULTADO_FINAL.md,f8f01ff483777c59734dcfdb19041156d47482bf9e3a4cd3aa9f4fd947672631,Las cotas superiores tocaron 223/324/302 pronósticos RV15 de B0/B1/B2: más contactos en conjuntos ricos no prueban por sí solos la dirección del sesgo.,artifacts/rp4_closeout_audit/ridge_bounds_pruning_summary.csv,20f4b1c1b1022d7bba0318e9c4ac4b720ac6fce7a10bb5bbb875f1bca5d18c4e,[],literal,"Source passage 46 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,"{""artifacts/rp4_closeout_audit/REPORT.md"": ""93ba2ae3f561d1e88bc2706d5cede0fcd504c4c5790453cb2dc0a32f5c11c412""}",tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0109,source_claim,docs/rp4/RESULTADO_FINAL.md,1fcf3a552e5531f6c80041d64babceb0985a94bc8ee237a9c6fe3cc380307a1c,"Cambiar la escala de penalización, adaptar la rejilla al ciclo de vencimientos y distinguir indisponibilidad del proveedor de actividad nula quedan como trabajo futuro, sin reejecutar esta prueba.",docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],literal,"Source passage 47 (zero based); aggregate evidence, specification or saved report.",future_proposal_not_executed,"{""artifacts/rp4_closeout_audit/REPORT.md"": ""93ba2ae3f561d1e88bc2706d5cede0fcd504c4c5790453cb2dc0a32f5c11c412"", ""docs/rp4/v3_window_empty_addendum.md"": ""5502cc7dce7917b233e85c360e45f176b6742b6759d3543d1d60841c05df1803""}",tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0110,source_claim,docs/rp4/RESULTADO_FINAL.md,e91780cc8b785cf6e10effc24b6f47c55888de79e730990cf6e869804f23b4e2,"El tramo octubre de 2024–febrero de 2025 contiene 64 sesiones evaluadas (15,27 %), no 84: la ganancia temprana de B1 lineal RV15 es negativa.",artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,[],literal,"Source passage 48 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,"{""artifacts/rp4_closeout_audit/REPORT.md"": ""93ba2ae3f561d1e88bc2706d5cede0fcd504c4c5790453cb2dc0a32f5c11c412""}",tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0111,source_claim,docs/rp4/RESULTADO_FINAL.md,49e28a72f8174f78d98fb359a39663812ce26afdf8a382e0fc92290d50a22b1c,El tiempo de aprendizaje y el régimen de mercado cambian juntos; no se identifica por separado que ampliar el calentamiento causaría una ventaja mayor.,artifacts/rp4_closeout_audit/REPORT.md,93ba2ae3f561d1e88bc2706d5cede0fcd504c4c5790453cb2dc0a32f5c11c412,[],literal,"Source passage 49 (zero based); aggregate evidence, specification or saved report.",scope_or_limitation,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0112,source_claim,docs/rp4/RESULTADO_FINAL.md,e99f7826bada8710147a5a3a9fc2087eccbab1f49aae2223f76a7a7eee10f585,Se conservan los meses negativos.,artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,[],literal,"Source passage 50 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0113,source_claim,docs/rp4/RESULTADO_FINAL.md,93d3fc9f0d81934e6504601691d59636c2dcc52f162e3de1363f0aad23ef9479,"Los perfiles por mes y tercil de entrenamiento incluyen octubre/noviembre de 2025, negativos para B2 lineal tanto en RV30 como en RV15.",artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,[],literal,"Source passage 51 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0114,source_claim,docs/rp4/RESULTADO_FINAL.md,60c34f7e0e2b4024909897e6011f43b6035c6ded5c117c8cc10080d0b7c43533,"La auditoría descriptiva separa también los 288 orígenes de la primera hora **observable** de la semana arancelaria (0,18 % de la muestra, contraste B2 de árboles −0,3221 por origen) de la primera hora de mercado, que tiene otro denominador.",artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,[],literal,"Source passage 52 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,"{""artifacts/rp4_closeout_audit/REPORT.md"": ""93ba2ae3f561d1e88bc2706d5cede0fcd504c4c5790453cb2dc0a32f5c11c412""}",tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0115,source_claim,docs/rp4/RESULTADO_FINAL.md,f87d26bdfc2a8faedd5c8f48b01410ba5049e2a03d82478755b48291f405ecd2,No se excluye ninguno.,artifacts/rp4_closeout_audit/REPORT.md,93ba2ae3f561d1e88bc2706d5cede0fcd504c4c5790453cb2dc0a32f5c11c412,[],literal,"Source passage 53 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0116,source_claim,docs/rp4/RESULTADO_FINAL.md,583536a9c473b748dc1521f96c0e6a32c003d3beab3a67cd4bd1f8889ea08378,"Los movimientos extremos de AMZN (31 de agosto, −152/+71 puntos básicos desde las 14:00 ET; volumen siguiente 11 veces la mediana) y TSLA (17 de agosto) se reprodujeron en barras de un minuto y volumen.",artifacts/rp4_market_audit/REPORT.md,74c6d6e5aaa43c51e73b0cacc8bde6a569aa1093686bafd5c10973d1abe3dcab,[],literal,"Source passage 54 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0117,source_claim,docs/rp4/RESULTADO_FINAL.md,45c71b9cf17e8ad8348ba376f56cc5fa3fdefe17874ae63eb995e5c5ec1e96eb,"Es consistencia interna de FMP, no validación independiente del precio; la causa no está identificada.",artifacts/rp4_market_audit/REPORT.md,74c6d6e5aaa43c51e73b0cacc8bde6a569aa1093686bafd5c10973d1abe3dcab,[],literal,"Source passage 55 (zero based); aggregate evidence, specification or saved report.",scope_or_limitation,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0118,source_claim,docs/rp4/RESULTADO_FINAL.md,948c50001cae27b643ce4d52916a2775dd0c5556fd927cfcd47dca3144d14b7e,"El secundario de saltos final usa 419 sesiones, no el cierre parcial de 418; su etiqueta jump30 > 0 no es un test de salto significativo.",docs/rp4/results_v3_revision2.md,05f263b019a74a8591f3840d69aa86947f5cc9bf343eb85d5a30601e8a0f142e,[],literal,"Source passage 56 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,"{""artifacts/rp4_closeout_audit/REPORT.md"": ""93ba2ae3f561d1e88bc2706d5cede0fcd504c4c5790453cb2dc0a32f5c11c412""}",tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0119,source_claim,docs/rp4/RESULTADO_FINAL.md,f69ac542e5e801d652108f1eed85634bfceebb2df165241d09377b0ca9fab234,"Sus AUC cercanas a 0,52 no demuestran ausencia de información sobre saltos económicamente importantes.",docs/rp4/results_v3_revision2.md,05f263b019a74a8591f3840d69aa86947f5cc9bf343eb85d5a30601e8a0f142e,[],literal,"Source passage 57 (zero based); aggregate evidence, specification or saved report.",scope_or_limitation,"{""artifacts/rp4_closeout_audit/REPORT.md"": ""93ba2ae3f561d1e88bc2706d5cede0fcd504c4c5790453cb2dc0a32f5c11c412""}",tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0120,source_claim,docs/rp4/RESULTADO_FINAL.md,fba7449a87b07aee27cc284ca2d691fc10bedd5d3366d92a7cab37229249a071,La recalibración MZ permanece NO VERIFICABLE como resultado útil; no afecta la primaria. Cierre corregido de secundarios.,docs/rp4/results_v3_revision2.md,05f263b019a74a8591f3840d69aa86947f5cc9bf343eb85d5a30601e8a0f142e,[],literal,"Source passage 58 (zero based); aggregate evidence, specification or saved report.",scope_or_limitation,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0121,source_claim,docs/rp4/RESULTADO_FINAL.md,e40a17a11bdf715de87069069afacd48b1350c5790b64b79bc7a3fd9014efcff,Esta es la cuarta evaluación de las mismas ventanas: v1 inicial; v2 corrige cobertura/capacidad/estabilidad; v3 añade desbalance y regla de ventanas vacías; v4 cambia el horizonte mediante un antecedente condicional predeclarado.,docs/rp4/specification_v4.md,443a0c2628d80f82b0f1a90a7ce7f7c3a8caac38a505c8d12366c7c1c81d6ee9,[],literal,"Source passage 59 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,"{""artifacts/rp4_closeout_figures/comparison_v1_v4.csv"": ""0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba""}",tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0122,source_claim,docs/rp4/RESULTADO_FINAL.md,dbabbb3a1bf00549bf0a3b417b4a20519b1b76063b1c468f973a5fd40090c935,"RV5 es secundario, no una réplica adicional; la búsqueda entre versiones no está corregida.",docs/rp4/specification_v4.md,443a0c2628d80f82b0f1a90a7ce7f7c3a8caac38a505c8d12366c7c1c81d6ee9,[],literal,"Source passage 60 (zero based); aggregate evidence, specification or saved report.",scope_or_limitation,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0123,source_claim,docs/rp4/RESULTADO_FINAL.md,c320cdd1ab7e69a8523b5e7f3936e10b80152b94e3181f47f195e1f1e5ec4fb2,La ventana 20 de julio a 28 de agosto fue leída una vez por el puente de Fase 8 con otra especificación.,docs/rp4/specification_v4.md,443a0c2628d80f82b0f1a90a7ce7f7c3a8caac38a505c8d12366c7c1c81d6ee9,[],literal,Prior access is disclosed by the existing specification; the earlier study was not reopened.,prior_access_declared_not_reaudited,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0124,source_claim,docs/rp4/RESULTADO_FINAL.md,d2c948ab938eef630b3675c91323d0b42e165b6732e5431709a320f78230e677,"El PIT es proxy de tiempo fuente a 120 s, como en la literatura; no prueba la disponibilidad histórica al cliente.",docs/rp4/specification_v4.md,443a0c2628d80f82b0f1a90a7ce7f7c3a8caac38a505c8d12366c7c1c81d6ee9,[],literal,"Source passage 62 (zero based); aggregate evidence, specification or saved report.",scope_or_limitation,"{""artifacts/rp4_market_audit/REPORT.md"": ""74c6d6e5aaa43c51e73b0cacc8bde6a569aa1093686bafd5c10973d1abe3dcab""}",tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0125,source_claim,docs/rp4/RESULTADO_FINAL.md,786ec96f229ee16d53fd4baa65d1928376c4092b4b7b1cd666d595a443843d69,"El hueco UW 2025-01-25–2025-02-24 se acepta y se declara, sin relleno.",artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,[],literal,"Source passage 63 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
source_claim_0126,source_claim,docs/rp4/RESULTADO_FINAL.md,6b0f880017dedfcb79aa46fb90698163cc23a621cbf96e325ddfb60958a995e2,RESEARCH_ONLY · NOT INVESTMENT ADVICE · capital_go=false.,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,[],literal,"Source passage 64 (zero based); aggregate evidence, specification or saved report.",stored_design_or_result,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0127,package_number,executive_summary.md,,29,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""feature_sets"", ""B0"", ""@length""]",.0f|es,"[""feature_sets"", ""B0"", ""@length""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0128,package_number,executive_summary.md,,69,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""feature_sets"", ""B1"", ""@length""]",.0f|es,"[""feature_sets"", ""B1"", ""@length""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0129,package_number,executive_summary.md,,138,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""feature_sets"", ""B2"", ""@length""]",.0f|es,"[""feature_sets"", ""B2"", ""@length""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0130,package_number,executive_summary.md,,60,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""windows"", ""primary"", ""warmup_sessions""]",.0f|es,"[""windows"", ""primary"", ""warmup_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0131,package_number,executive_summary.md,,60,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""purge_minutes""]",.0f|es,"[""purge_minutes""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0132,package_number,executive_summary.md,,419,artifacts/rp4_v4_b2_rv15/summary.json,451e53869bb5f5058a635302bb08ad920ce11b8771fd2c6780545255b1ac25f4,"[""N_sessions""]",.0f|es,"[""N_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0133,package_number,executive_summary.md,,160.832,artifacts/rp4_v4_b2_rv15/summary.json,451e53869bb5f5058a635302bb08ad920ce11b8771fd2c6780545255b1ac25f4,"[""N_origins""]",",.0f|es","[""N_origins""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0134,package_number,executive_summary.md,,2026-08-01,docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],text_number:6," cada familia.  El desarrollo abarca 2024-08-02–2026-07-31. La partición de calendario es 2026-08-01, fijada el 2026-09-07. Cada sesión se predice con entrenamiento expansivo exclusivamente anterior, después de 60 sesion",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0135,package_number,executive_summary.md,,2026-09-07,docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],text_number:0,"fuera de muestra walk-forward, partición fijada 2026-09-07.  # ¿Las opciones mejoran el pronóstico de volatilidad intradía?  Sí para el estado de opciones; para el flujo, la resp",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0136,package_number,executive_summary.md,,30,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[16, ""horizon_minutes""]",.0f|es,"[16, ""horizon_minutes""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0137,package_number,executive_summary.md,,15,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""primary_horizon_minutes""]",.0f|es,"[""primary_horizon_minutes""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0138,package_number,executive_summary.md,,15,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""primary_horizon_minutes""]",.0f|es,"[""primary_horizon_minutes""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0139,package_number,executive_summary.md,,5,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""secondary_horizon_minutes""]",.0f|es,"[""secondary_horizon_minutes""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0140,package_number,executive_summary.md,,5,docs/rp4/prospective_confirmation_v1_amendment_1_receipt.json,ac3cc92dc48a0b2250be81500cc23d735283a31a951909c917dabcf8092f1837,"[""secondary_multiplicity"", ""alpha"", ""@percent""]",.0f|es,"[""secondary_multiplicity"", ""alpha"", ""@percent""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0141,package_number,executive_summary.md,,15,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""primary_horizon_minutes""]",.0f|es,"[""primary_horizon_minutes""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0142,package_number,executive_summary.md,,"+0,623",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""percent_reduction""]",+.3f|es,"version=v4, target=RV15, horizon_minutes=15, window=primary, family=log_ridge_harq, contrast=B2_over_B1, field=percent_reduction",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0143,package_number,executive_summary.md,,"0,000335",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_low_qlike""]",.6f|es,"version=v4, target=RV15, horizon_minutes=15, window=primary, family=log_ridge_harq, contrast=B2_over_B1, field=ci_low_qlike",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0144,package_number,executive_summary.md,,"0,001932",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_high_qlike""]",.6f|es,"version=v4, target=RV15, horizon_minutes=15, window=primary, family=log_ridge_harq, contrast=B2_over_B1, field=ci_high_qlike",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0145,package_number,executive_summary.md,,"0,0032",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""p_for_decision""]",.4f|es,"version=v4, target=RV15, horizon_minutes=15, window=primary, family=log_ridge_harq, contrast=B2_over_B1, field=p_for_decision",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0146,package_number,executive_summary.md,,5,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""secondary_horizon_minutes""]",.0f|es,"[""secondary_horizon_minutes""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0147,package_number,executive_summary.md,,"+0,256",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[33, ""percent_reduction""]",+.3f|es,"version=v4, target=RV5, horizon_minutes=5, window=primary, family=log_ridge_harq, contrast=B2_over_B1, field=percent_reduction",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0148,package_number,executive_summary.md,,"+0,184",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_low_rescaled_percent""]",+.3f|es,"[25, ""ci_low_rescaled_percent""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0149,package_number,executive_summary.md,,"+1,061",artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_high_rescaled_percent""]",+.3f|es,"[25, ""ci_high_rescaled_percent""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0150,package_number,executive_summary.md,,100,artifacts/rp4_closeout_figures/README.md,51f46c4a6f1d00c320e7b01922cf9cf0ebb84b99c05d5540729d3a86bf1b8b4b,[],text_number:0,"ortan.  El intervalo porcentual es el IC95% guardado para la diferencia, multiplicado por 100 y dividido por la pérdida base media observada. No es un intervalo bootstrap del cociente: no incluye de nuevo la incer",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0151,package_number,executive_summary.md,,15,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""primary_horizon_minutes""]",.0f|es,"[""primary_horizon_minutes""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0152,package_number,executive_summary.md,,5,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""secondary_horizon_minutes""]",.0f|es,"[""secondary_horizon_minutes""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0153,package_number,executive_summary.md,,"0,0870",artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[3, ""p_holm""]",.4f|es,"[3, ""p_holm""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0154,package_number,executive_summary.md,,"0,0096",artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[19, ""p_holm""]",.4f|es,"[19, ""p_holm""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0155,package_number,executive_summary.md,,25,artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_sessions""]",.0f|es,"[""N_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0156,package_number,executive_summary.md,,9.750,artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_origins""]",",.0f|es","[""N_origins""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0157,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""primary_look_sessions""]",.0f|es,Registered primary prospective reading requires twenty complete sessions; secondary reading shares this checkpoint.,independently_reviewed_context,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0158,package_number,executive_summary.md,,40,docs/rp4/prospective_confirmation_v1_receipt.json,18d3fff1995532a4ff44cf4ae90d1917631798353aa314a24dd14f30d7bd4a66,"[""second_look_sessions""]",.0f|es,"[""second_look_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0159,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""secondary_single_look_at_prospective_sessions""]",.0f|es,"Shared prospective-session checkpoint, one secondary reading",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0160,package_number,executive_summary.md,,25,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""secondary_D"", ""historical_sessions""]",.0f|es,Pooled D already observed historical sessions,verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0161,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""secondary_D"", ""prospective_sessions""]",.0f|es,"Secondary D prospective component: twenty new sessions, added to twenty-five observed historical sessions.",independently_reviewed_context,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0162,package_number,executive_summary.md,,20,docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],text_number:126,"rio, no una réplica adicional; la búsqueda entre versiones no está corregida.  La ventana 20 de julio a 28 de agosto fue leída una vez por el puente de Fase 8 con otra especificación. El PIT es proxy de tiempo fu",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0163,package_number,executive_summary.md,,28,docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],text_number:127,"plica adicional; la búsqueda entre versiones no está corregida.  La ventana 20 de julio a 28 de agosto fue leída una vez por el puente de Fase 8 con otra especificación. El PIT es proxy de tiempo fuente a 120 s, ",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
