claim_id,kind,source_document,source_passage_sha256,claim,artifact,artifact_sha256,selector,rendering,context,evidence_status,supporting_artifacts,test,revision_test,correction_test,current_test,prior_claim_id
package_number_0064,package_number,executive_summary.md,,69,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""feature_sets"", ""B1"", ""@length""]",.0f|en,Exact nested predictor count for B1.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0065,package_number,executive_summary.md,,138,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""feature_sets"", ""B2"", ""@length""]",.0f|en,Exact nested predictor count for B2.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0066,package_number,executive_summary.md,,2009,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""literature"", 0, ""year""]",.0f|en,"Publication year of cited methodological reference 1, not an empirical result.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0067,package_number,executive_summary.md,,2016,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""literature"", 1, ""year""]",.0f|en,"Publication year of cited methodological reference 2, not an empirical result.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0068,package_number,executive_summary.md,,2015,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""literature"", 2, ""year""]",.0f|en,"Publication year of cited methodological reference 3, not an empirical result.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0069,package_number,executive_summary.md,,60,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""windows"", ""primary"", ""warmup_sessions""]",.0f|en,Initial training-session requirement.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0070,package_number,executive_summary.md,,60,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""purge_minutes""]",.0f|en,Registered purging/embargo minutes.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0071,package_number,executive_summary.md,,419,artifacts/rp4_v4_b2_rv15/summary.json,451e53869bb5f5058a635302bb08ad920ce11b8771fd2c6780545255b1ac25f4,"[""N_sessions""]",.0f|en,Historical primary sample sessions.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0072,package_number,executive_summary.md,,"160,832",artifacts/rp4_v4_b2_rv15/summary.json,451e53869bb5f5058a635302bb08ad920ce11b8771fd2c6780545255b1ac25f4,"[""N_origins""]",",.0f|en",Historical primary forecast origins.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0073,package_number,executive_summary.md,,30,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[16, ""horizon_minutes""]",.0f|en,Historical v3 primary horizon RV30.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0074,package_number,executive_summary.md,,15,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""primary_horizon_minutes""]",.0f|en,Registered historical primary horizon RV15.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0075,package_number,executive_summary.md,,15,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""primary_horizon_minutes""]",.0f|en,Registered historical primary horizon RV15.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0076,package_number,executive_summary.md,,5,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""secondary_horizon_minutes""]",.0f|en,Registered historical secondary horizon RV5.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0077,package_number,executive_summary.md,,5,docs/rp4/prospective_confirmation_v1_receipt.json,18d3fff1995532a4ff44cf4ae90d1917631798353aa314a24dd14f30d7bd4a66,"[""alpha"", ""@percent""]",.0f|en,Primary sequence alpha; also equal to historical v4 fixed_sequence.alpha; separate from Holm secondaries.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0078,package_number,executive_summary.md,,15,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""primary_horizon_minutes""]",.0f|en,Registered historical primary horizon RV15.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0079,package_number,executive_summary.md,,+0.623,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""percent_reduction""]",+.3f|en,Historical v4 RV15 primary linear H2 QLIKE reduction as percent of fixed mean baseline loss.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0080,package_number,executive_summary.md,,95,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[9, ""interval""]",text_number:0,Confidence level of the saved percentile delta interval.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0081,package_number,executive_summary.md,,0.000335,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_low_qlike""]",.6f|en,Historical v4 RV15 primary linear H2 ci_low_qlike.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0082,package_number,executive_summary.md,,0.001932,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_high_qlike""]",.6f|en,Historical v4 RV15 primary linear H2 ci_high_qlike.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0083,package_number,executive_summary.md,,0.0032,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""p_for_decision""]",.4f|en,Historical v4 RV15 primary linear H2 p_for_decision.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0084,package_number,executive_summary.md,,5,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""secondary_horizon_minutes""]",.0f|en,Registered historical secondary horizon RV5.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0085,package_number,executive_summary.md,,+0.256,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[33, ""percent_reduction""]",+.3f|en,Historical v4 RV5 primary-window secondary-horizon linear H2 percent reduction.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0086,package_number,executive_summary.md,,+0.184,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_low_rescaled_percent""]",+.3f|en,Fixed-denominator scaling of saved RV15 linear H2 delta interval: ci_low_rescaled_percent; not a ratio bootstrap.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0087,package_number,executive_summary.md,,+1.061,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[25, ""ci_high_rescaled_percent""]",+.3f|en,Fixed-denominator scaling of saved RV15 linear H2 delta interval: ci_high_rescaled_percent; not a ratio bootstrap.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0088,package_number,executive_summary.md,,100,artifacts/rp4_closeout_figures/README.md,51f46c4a6f1d00c320e7b01922cf9cf0ebb84b99c05d5540729d3a86bf1b8b4b,[],text_number:0,"Declared percentage conversion factor, not a measurement.",mathematical_constant,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0089,package_number,executive_summary.md,,0.0870,artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[3, ""p_holm""]",.4f|en,Saved paired-median tree B2/B1 Holm p at RV15; separate from the mean hierarchy.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0090,package_number,executive_summary.md,,0.0096,artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[19, ""p_holm""]",.4f|en,Saved paired-median tree B2/B1 Holm p at RV5; separate from the mean hierarchy.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0091,package_number,executive_summary.md,,0.0439,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[0, ""p_raw""]",.4f|en,"Saved one-sided linear H1 p, primary RV30; marginal and not a Bonferroni-adjusted p.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0092,package_number,executive_summary.md,,0.0390,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[8, ""p_raw""]",.4f|en,"Saved one-sided linear H1 p, primary RV15; marginal and not a Bonferroni-adjusted p.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0093,package_number,executive_summary.md,,25,artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_sessions""]",.0f|en,Already observed final-window sessions.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0094,package_number,executive_summary.md,,"9,750",artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_origins""]",",.0f|en",Already observed final-window forecast origins.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0095,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_receipt.json,18d3fff1995532a4ff44cf4ae90d1917631798353aa314a24dd14f30d7bd4a66,"[""primary_look_sessions""]",.0f|en,Original primary prospective checkpoint; ABC shares this checkpoint.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0096,package_number,executive_summary.md,,25,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""secondary_D"", ""historical_sessions""]",.0f|en,Observed historical component of pooled secondary D.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0097,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""secondary_D"", ""prospective_sessions""]",.0f|en,New prospective component of pooled secondary D.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0098,package_number,executive_summary.md,,40,docs/rp4/prospective_confirmation_v1_receipt.json,18d3fff1995532a4ff44cf4ae90d1917631798353aa314a24dd14f30d7bd4a66,"[""second_look_sessions""]",.0f|en,"Original stability checkpoint, no rescue.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0099,package_number,executive_summary.md,,14.99,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 6, ""power_percent""]",.2f|en,"Analytic marginal H2 power at n=20; constant historical effect and long-run variance, not bootstrap power nor actual pooled-D power.",analytic_planning_approximation,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0100,package_number,executive_summary.md,,21.62,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 7, ""power_percent""]",.2f|en,"Analytic marginal H2 power at n=40; constant historical effect and long-run variance, not bootstrap power nor actual pooled-D power.",analytic_planning_approximation,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0101,package_number,executive_summary.md,,23.18,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 8, ""power_percent""]",.2f|en,"Analytic marginal H2 power at n=45; constant historical effect and long-run variance, not bootstrap power nor actual pooled-D power.",analytic_planning_approximation,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0102,package_number,executive_summary.md,,20,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 6, ""n""]",.0f|en,"Sample size for analytic hypothetical-new-session power, n=20; n45 is not actual pooled D.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0103,package_number,executive_summary.md,,40,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 7, ""n""]",.0f|en,"Sample size for analytic hypothetical-new-session power, n=40; n45 is not actual pooled D.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0104,package_number,executive_summary.md,,45,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 8, ""n""]",.0f|en,"Sample size for analytic hypothetical-new-session power, n=45; n45 is not actual pooled D.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0105,package_number,executive_summary.md,,45,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 8, ""n""]",.0f|en,"Sample size for analytic hypothetical-new-session power, n=45; n45 is not actual pooled D.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0106,package_number,executive_summary.md,,335,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""additional_reading"", ""sessions""]",.0f|en,"Sealed final cumulative prospective reading after earlier consistency/stability looks, without rescue.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0107,package_number,executive_summary.md,,80.05,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 11, ""power_percent""]",.2f|en,Marginal H2 power at n335 only.,analytic_planning_approximation,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0108,package_number,executive_summary.md,,54.98,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 5, ""power_percent""]",.2f|en,"Marginal H1 power at n335 and upper bound on the complete sequence, not measured joint power.",analytic_planning_approximation,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0109,package_number,executive_summary.md,,80,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""normal_approximation"", ""rows"", 11, ""power_percent_rounded_integer""]",.0f|en,Rounded marginal H2 power explicitly denied as joint power.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0110,package_number,executive_summary.md,,3,docs/rp4/prospective_confirmation_v1_amendment_3_receipt.json,d7541b8d1ba6297199a2e96d2ddf85446b424330db50737ea7c30bb04c370ff2,"[""schema""]",text_number:0,Ordinal of the referenced amendment.,document_identity,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0111,package_number,executive_summary.md,,5,docs/rp4/prospective_confirmation_v1_receipt.json,18d3fff1995532a4ff44cf4ae90d1917631798353aa314a24dd14f30d7bd4a66,"[""alpha"", ""@percent""]",.0f|en,Primary sequence alpha; also equal to historical v4 fixed_sequence.alpha; separate from Holm secondaries.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0112,package_number,executive_summary.md,,132,docs/rp4/decision_132_v3_empty_windows.md,857cc8290058b0e61b100f9cfa50b42befea5f275f38619d6fa8bd0ebcb79189,[],text_number:0,"Identifier of the recorded empty-window decision, not an experimental count.",document_identity,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0113,package_number,executive_summary.md,,2026-08-01,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""calendar_split""]",literal,Declared calendar split; not the date of data acquisition.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0114,package_number,executive_summary.md,,2026-09-07,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""asof_date""]",literal,Declared design date after the historical sample; no independent timestamp.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0115,package_number,executive_summary.md,,30,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""closure"", ""quote_exact""]",text_number:1,"Literal registered closure rule or its English translation, with no equivalence/causal-absorption inference.",registered_decision_text,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0116,package_number,executive_summary.md,,30,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""closure"", ""quote_exact""]",text_number:2,"Literal registered closure rule or its English translation, with no equivalence/causal-absorption inference.",registered_decision_text,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0117,package_number,executive_summary.md,,15,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""closure"", ""quote_exact""]",text_number:3,"Literal registered closure rule or its English translation, with no equivalence/causal-absorption inference.",registered_decision_text,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0118,package_number,executive_summary.md,,5,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""closure"", ""quote_exact""]",text_number:4,"Literal registered closure rule or its English translation, with no equivalence/causal-absorption inference.",registered_decision_text,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0119,package_number,executive_summary.md,,2026-07-20,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""prior_bridge"", ""window_start""]",literal,Owner-attested prior-read window; not freshly audited or independently measured.,owner_attested_not_independently_verified,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0120,package_number,executive_summary.md,,2026-08-28,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""prior_bridge"", ""window_end""]",literal,Owner-attested prior-read window; not freshly audited or independently measured.,owner_attested_not_independently_verified,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0121,package_number,executive_summary.md,,20,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""prior_bridge"", ""overlap_count""]",.0f|en,Exact overlap count using saved final-window session dates and the owner-attested interval; does not verify the prior reading.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0122,package_number,executive_summary.md,,25,docs/rp4/DEFENSE_PACKAGE/revision_2/correction_2/examiner_evidence.json,5bd7d7a6e85899d0542a4797671b14c534099e8806506b4fff06dd3da46143a4,"[""prior_bridge"", ""final_count""]",.0f|en,Exact overlap count using saved final-window session dates and the owner-attested interval; does not verify the prior reading.,typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0123,package_number,executive_summary.md,,120,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""source_cutoff_seconds""]",.0f|en,"Registered source-time proxy cutoff, not proven client availability.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0124,package_number,executive_summary.md,,2025-01-25,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""accepted_tape_gap"", ""start""]",literal,"Recorded provider gap boundary, retained without filling.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0125,package_number,executive_summary.md,,2025-02-24,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""accepted_tape_gap"", ""end""]",literal,"Recorded provider gap boundary, retained without filling.",typed_saved_evidence,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0126,package_number,examiner_qa.md,,+0.6227941,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[9, ""qlike_reduction_percent""]",+.7f|en,"RV15 primaria, familia lineal, B2/B1: reducción porcentual media QLIKE.",verified_numeric_field,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0127,package_number,examiner_qa.md,,+0.0011337597,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[9, ""estimate""]",+.10f|en,"RV15 primaria, familia lineal, B2/B1: diferencia media de pérdida QLIKE.",verified_numeric_field,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0128,package_number,examiner_qa.md,,95,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[9, ""interval""]",text_number:0,Nivel del intervalo percentil bilateral guardado para B2/B1 lineal RV15.,verified_numeric_field,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
package_number_0129,package_number,examiner_qa.md,,0.00033503697,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[9, ""ci_low""]",.11f|en,Límite inferior del intervalo guardado de B2/B1 lineal RV15 primaria.,verified_numeric_field,{},tests/contract/test_rp4_defense_examiner_revision.py,,,tests/contract/test_rp4_defense_examiner_revision.py,
